id,claim,evidence,gold_label,label,source_dataset,doi
FEVER_126,Falsehood Check #126: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_127,Falsehood Check #127: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_128,Falsehood Check #128: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_129,Fact Check #129: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_130,Fact Check #130: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_131,Fact Check #131: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_132,Fact Check #132: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_133,"Fact Check #133: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_134,"Fact Check #134: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_135,Fact Check #135: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_136,Fact Check #136: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_137,Falsehood Check #137: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_138,Falsehood Check #138: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_139,Falsehood Check #139: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_140,Falsehood Check #140: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_141,Falsehood Check #141: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_142,Falsehood Check #142: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_143,Falsehood Check #143: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_144,Falsehood Check #144: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_145,Fact Check #145: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_146,Fact Check #146: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_147,Fact Check #147: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_148,Fact Check #148: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_149,"Fact Check #149: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_150,"Fact Check #150: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_151,Fact Check #151: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_152,Fact Check #152: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_153,Falsehood Check #153: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_154,Falsehood Check #154: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_155,Falsehood Check #155: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_156,Falsehood Check #156: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_157,Falsehood Check #157: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_158,Falsehood Check #158: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_159,Falsehood Check #159: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_160,Falsehood Check #160: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_161,Fact Check #161: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_162,Fact Check #162: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_163,Fact Check #163: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_164,Fact Check #164: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_165,"Fact Check #165: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_166,"Fact Check #166: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_167,Fact Check #167: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_168,Fact Check #168: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_169,Falsehood Check #169: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_170,Falsehood Check #170: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_171,Falsehood Check #171: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_172,Falsehood Check #172: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_173,Falsehood Check #173: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_174,Falsehood Check #174: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_175,Falsehood Check #175: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_176,Falsehood Check #176: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_177,Fact Check #177: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_178,Fact Check #178: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_179,Fact Check #179: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_180,Fact Check #180: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_181,"Fact Check #181: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_182,"Fact Check #182: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_183,Fact Check #183: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_184,Fact Check #184: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_185,Falsehood Check #185: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_186,Falsehood Check #186: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_187,Falsehood Check #187: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_188,Falsehood Check #188: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_189,Falsehood Check #189: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_190,Falsehood Check #190: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_191,Falsehood Check #191: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_192,Falsehood Check #192: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_193,Fact Check #193: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_194,Fact Check #194: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_195,Fact Check #195: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_196,Fact Check #196: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_197,"Fact Check #197: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_198,"Fact Check #198: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_199,Fact Check #199: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_200,Fact Check #200: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_201,Falsehood Check #201: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_202,Falsehood Check #202: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_203,Falsehood Check #203: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_204,Falsehood Check #204: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_205,Falsehood Check #205: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_206,Falsehood Check #206: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_207,Falsehood Check #207: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_208,Falsehood Check #208: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_209,Fact Check #209: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_210,Fact Check #210: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_211,Fact Check #211: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_212,Fact Check #212: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_213,"Fact Check #213: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_214,"Fact Check #214: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_215,Fact Check #215: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_216,Fact Check #216: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_217,Falsehood Check #217: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_218,Falsehood Check #218: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_219,Falsehood Check #219: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_220,Falsehood Check #220: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_221,Falsehood Check #221: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_222,Falsehood Check #222: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_223,Falsehood Check #223: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_224,Falsehood Check #224: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_225,Fact Check #225: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_226,Fact Check #226: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_227,Fact Check #227: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_228,Fact Check #228: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_229,"Fact Check #229: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_230,"Fact Check #230: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_231,Fact Check #231: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_232,Fact Check #232: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_233,Falsehood Check #233: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_234,Falsehood Check #234: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_235,Falsehood Check #235: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_236,Falsehood Check #236: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_237,Falsehood Check #237: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_238,Falsehood Check #238: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_239,Falsehood Check #239: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_240,Falsehood Check #240: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_241,Fact Check #241: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_242,Fact Check #242: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_243,Fact Check #243: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_244,Fact Check #244: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_245,"Fact Check #245: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_246,"Fact Check #246: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_247,Fact Check #247: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_248,Fact Check #248: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_249,Falsehood Check #249: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_250,Falsehood Check #250: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
